,word,image_api,image,audio_api,audio,spelling,translation1,translation2,translation3,translation4,translation5,translation6
1176,governor,,,http://5.vndic.net/mp3.php?id=governor&dir=813&lang=en&,./MP3/governor.mp3,['gʌvənə],"{'type': 'danh từ', 'meanings': [{'meaning': 'kẻ thống trị', 'examples': [{'origin': 'the governors and the governed', 'meaning': 'kẻ thống trị và những người bị trị'}]}, {'meaning': 'thống sử, thủ hiến, thống đốc', 'examples': [{'origin': 'the governor of Alabama State', 'meaning': 'thống đốc bang A-la-ba-ma'}]}, {'meaning': 'uỷ viên hội đồng quản trị (một trường học, một bệnh viện...)', 'examples': []}, {'meaning': 'thủ lĩnh; chủ', 'examples': []}, {'meaning': 'cha, bố', 'examples': []}, {'meaning': '(kỹ thuật), (vật lý) máy điều chỉnh, máy điều tốc', 'examples': []}]}",,,,,
1177,grab,http://5.vndic.net/images/dict/g/grab.gif,./Image/grab.png,http://5.vndic.net/mp3.php?id=grab&dir=228&lang=en&,./MP3/grab.mp3,[græb],"{'type': 'danh từ', 'meanings': [{'meaning': 'cái chộp; sự túm lấy, sự vồ lấy, sự tóm, sự cố tóm lấy', 'examples': [{'origin': 'to make a grab at something', 'meaning': 'chộp lấy cái gì'}]}, {'meaning': 'sự tước đoạt, sự chiếm đoạt', 'examples': [{'origin': 'a policy of grab', 'meaning': 'chính sách chiếm đoạt về chính trị hoặc thương mại'}]}, {'meaning': '(kỹ thuật) gàu ngoạm, máy xúc', 'examples': []}, {'meaning': '(đánh bài) lối chơi gráp (của trẻ con)', 'examples': []}]}",,,,,
1178,grade,http://5.vndic.net/images/dict/g/grade.gif,./Image/grade.png,http://5.vndic.net/mp3.php?id=grade&dir=425&lang=en&,./MP3/grade.mp3,[greid],"{'type': 'danh từ', 'meanings': [{'meaning': 'như gradient', 'examples': []}, {'meaning': 'mức; loại; cấp', 'examples': [{'origin': ""a person's salary grade"", 'meaning': 'mức lương của một người'}, {'origin': 'high-grade/low-grade civil servants', 'meaning': 'công chức cấp cao/thấp'}, {'origin': 'high-grade milk', 'meaning': 'sữa chất lượng cao'}, {'origin': 'Grade A potatoes are the best in quality', 'meaning': 'Khoai tây loại A là loại tốt nhất'}]}, {'meaning': '(từ Mỹ,nghĩa Mỹ) điểm số (của học sinh)', 'examples': [{'origin': 'to make the grade', 'meaning': 'đạt đủ điểm; đạt được tiêu chuẩn quy định'}, {'origin': 'on the up/down grade', 'meaning': 'đang phất lên/ sa sút (nói về việc kinh doanh...)'}, {'origin': 'pupils with 90% or more are awarded Grade A', 'meaning': 'học sinh đạt 90 % điểm số trở lên được xếp loại A'}, {'origin': 'she got excellent grades in her exams', 'meaning': 'cô ta đạt hạng ưu trong kỳ thi'}]}, {'meaning': 'trình độ (nhất là về (âm nhạc))', 'examples': [{'origin': ""He's got Violin Grade 6"", 'meaning': 'anh ta đạt bậc 6 về vĩ cầm'}]}, {'meaning': 'lớp (trong hệ thống giáo dục)', 'examples': [{'origin': 'the fourth grade', 'meaning': 'lớp bốn'}, {'origin': ""my son's in the third grade"", 'meaning': 'con trai tôi học lớp ba'}]}, {'meaning': '(nông nghiệp) giống súc vật lai tạo (do lai giống địa phương với giống tốt hơn)', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': '(to grade something / somebody by something) (to grade something / somebody according to something) (to grade something / somebody from something to something) xếp loại', 'examples': [{'origin': 'the potatoes are graded by/according to size', 'meaning': 'khoai tây được phân loại theo kích cỡ'}, {'origin': 'eggs are graded from small to extra-large', 'meaning': 'trứng được xếp loại từ nhỏ đến cực to'}]}, {'meaning': 'chấm điểm (bài thi)', 'examples': [{'origin': 'the term papers have been graded', 'meaning': 'bài thi học kỳ đã được chấm điểm'}, {'origin': 'a student who gets 90% is graded A', 'meaning': 'học nào đạt 90% sẽ được xếp loại A'}]}, {'meaning': 'làm cho đất (nhất là đường đi) thoai thoải bằng cách giảm bớt độ dốc', 'examples': []}]}",,,,
1179,gradually,,,,,['grædʒuəli],"{'type': 'phó từ', 'meanings': [{'meaning': 'dần dần, từ từ', 'examples': [{'origin': 'things gradually improved', 'meaning': 'tình hình dần dần được cải thiện'}]}]}",,,,,
1180,graduate,http://5.vndic.net/images/dict/g/graduate.gif,./Image/graduate.png,http://5.vndic.net/mp3.php?id=graduate&dir=391&lang=en&,./MP3/graduate.mp3,['grædʒuət],"{'type': 'danh từ', 'meanings': [{'meaning': 'người có bằng cấp (nhất là bằng tốt nghiệp đại học tổng hợp hoặc đại học bách khoa)', 'examples': [{'origin': 'a university graduate', 'meaning': 'người tốt nghiệp đại học'}, {'origin': 'a graduate of Oxford, an Oxford graduate', 'meaning': 'người tốt nghiệp đại học Oxford'}, {'origin': 'a graduate in law/history', 'meaning': 'người có bằng cử nhân luật/sử học'}, {'origin': 'a law graduate', 'meaning': 'người tốt nghiệp về luật'}]}, {'meaning': 'người đã học xong một khoá tại một trường', 'examples': [{'origin': 'a high-school graduate', 'meaning': 'người tốt nghiệp trung học'}, {'origin': 'a graduate nurse', 'meaning': 'nữ y tá đã tốt nghiệp trường lớp hẳn hòi'}]}]}",,,,,
1181,grain,http://5.vndic.net/images/dict/g/grain.gif,./Image/grain.png,http://5.vndic.net/mp3.php?id=grain&dir=664&lang=en&,./MP3/grain.mp3,[grein],"{'type': 'danh từ', 'meanings': [{'meaning': 'những hạt nhỏ cứng của cây lương thực như lúa mì, gạo...; thóc; gạo; ngũ cốc', 'examples': [{'origin': ""America's grain exports"", 'meaning': 'xuất khẩu ngũ cốc của Mỹ'}]}, {'meaning': 'hạt; hột', 'examples': [{'origin': 'a grain of rice', 'meaning': 'hạt gạo'}, {'origin': 'grains of sand', 'meaning': 'hạt cát'}]}, {'meaning': 'một chút, mảy may', 'examples': [{'origin': 'without a grain of love', 'meaning': 'không một mảy may yêu thương'}]}, {'meaning': 'thớ (gỗ)', 'examples': [{'origin': 'wood of fine grain', 'meaning': 'gỗ thớ mịn'}, {'origin': 'with the grain', 'meaning': 'dọc thớ, thuận theo thớ'}, {'origin': 'against the grain', 'meaning': 'ngang thớ'}]}, {'meaning': 'tính chất, bản chất; tính tình, khuynh hướng', 'examples': [{'origin': 'in grain', 'meaning': 'về bản chất; triệt để, hoàn toàn'}, {'origin': 'a rogue in grain', 'meaning': 'một thằng chúa đểu'}, {'origin': 'man of coarse grain', 'meaning': 'người thô lỗ'}]}, {'meaning': 'Gren (đơn vị trọng lượng bằng 0,0648 gam)', 'examples': []}, {'meaning': 'phẩm yên chi (để nhuộm); (thơ ca) màu nhuộm', 'examples': []}, {'meaning': '(số nhiều) bã rượu', 'examples': []}]}",,,,,
1182,grand,http://5.vndic.net/images/dict/g/grand.gif,./Image/grand.png,http://5.vndic.net/mp3.php?id=grand&dir=859&lang=en&,./MP3/grand.mp3,[grænd],"{'type': 'tính từ', 'meanings': [{'meaning': 'rất quan trọng, rất lớn', 'examples': [{'origin': 'grand question', 'meaning': 'vấn đề rất quan trọng'}, {'origin': 'to make a grand mistake', 'meaning': 'phạm một lỗi lầm rất lớn'}]}, {'meaning': 'hùng vĩ, uy nghi, trang nghiêm, huy hoàng', 'examples': [{'origin': 'a grand view', 'meaning': 'một cách hùng vĩ'}]}, {'meaning': 'cao quý, cao thượng; trang trọng, bệ vệ', 'examples': [{'origin': 'grand manner', 'meaning': 'cử chỉ cao quý'}, {'origin': 'a grand air', 'meaning': 'điệu bộ trang trọng bệ vệ'}]}, {'meaning': 'vĩ đại, cừ khôi, xuất chúng, lỗi lạc, ưu tú', 'examples': [{'origin': 'Grand Lenin', 'meaning': 'Lênin vĩ đại'}, {'origin': 'Van Cao is one of the grand old men of Vietnamese revolutionary music', 'meaning': 'Văn Cao là một trong những cây đại thụ (bậc lão thành) của nền âm nhạc cách mạng Việt Nam'}, {'origin': ""he's a grand fellow"", 'meaning': 'anh ấy là một tay cừ khôi'}]}, {'meaning': '(thông tục) tuyệt, hay, đẹp', 'examples': [{'origin': 'what grand weather!', 'meaning': 'trời đẹp tuyệt!'}]}, {'meaning': 'chính, lớn, tổng quát', 'examples': [{'origin': 'the grand entrance', 'meaning': 'cổng chính'}, {'origin': 'a grand orchestra', 'meaning': 'dàn nhạc lớn'}, {'origin': 'the grand total', 'meaning': 'tổng số tổng quát'}]}]}",,,,,
1183,grandfather,http://5.vndic.net/images/dict/g/grandfather.gif,./Image/grandfather.png,http://5.vndic.net/mp3.php?id=grandfather&dir=813&lang=en&,./MP3/grandfather.mp3,['grændfɑ:ðə],"{'type': 'danh từ', 'meanings': [{'meaning': 'ông', 'examples': []}]}",,,,,
1184,grandmother,http://5.vndic.net/images/dict/g/grandmother.gif,./Image/grandmother.png,http://5.vndic.net/mp3.php?id=grandmother&dir=92&lang=en&,./MP3/grandmother.mp3,['grændmʌðə],"{'type': 'danh từ', 'meanings': [{'meaning': 'bà', 'examples': []}]}",,,,,
1185,grant,http://5.vndic.net/images/dict/g/grant.gif,./Image/grant.png,http://5.vndic.net/mp3.php?id=grant&dir=167&lang=en&,./MP3/grant.mp3,[grɑ:nt],"{'type': 'danh từ', 'meanings': [{'meaning': 'vật được cho vì một mục đích đặc biệt; tài trợ; trợ cấp', 'examples': [{'origin': 'student grants', 'meaning': 'học bổng'}, {'origin': 'to award somebody a research grant', 'meaning': 'cho ai một khoản trợ cấp nghiên cứu'}, {'origin': 'you can get a grant to repair/towards the repair of your house', 'meaning': 'anh có thể được một khoản trợ cấp để sửa chữa/cho việc sưa chữa nhà của anh'}]}, {'meaning': '(pháp lý) sự chuyển nhượng bằng khế ước', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'đồng ý cho hoặc cho phép (điều yêu cầu); ban cho; chấp nhận', 'examples': [{'origin': 'to grant a favour', 'meaning': 'gia ơn, ban ơn'}, {'origin': 'to grant somebody a permission to do something', 'meaning': 'cho phép ai làm việc gì'}, {'origin': 'to grant a request', 'meaning': 'chấp nhận lời thỉnh cầu'}, {'origin': 'the minister granted journalists an interview', 'meaning': 'bộ trưởng cho phép các nhà báo phỏng vấn'}]}, {'meaning': 'ban cái gì cho ai một cách chính thức hoặc hợp pháp; cấp', 'examples': [{'origin': 'these lands were granted to our family in perpetuity', 'meaning': 'những mảnh đất này đã được cấp vĩnh viễn cho gia đình chúng tôi'}, {'origin': 'she was granted a pension', 'meaning': 'bà ta được cấp một khoản lương hưu'}]}, {'meaning': 'đồng ý hoặc chấp nhận (cái gì là thật); công nhận', 'examples': [{'origin': 'to grant the truth of what somebody says', 'meaning': 'công nhận điều ai nói là thật'}, {'origin': ""I grant he's been ill, but that doesn't excuse him"", 'meaning': 'tôi thừa nhận là hắn bị ốm, nhưng điều đó không bào chữa cho hắn được'}, {'origin': ""I grant you she's a clever woman, but I wouldn't work for her"", 'meaning': 'tôi đồng ý với anh rằng cô ta là người đàn bà khôn khéo, song tôi chẳng muốn làm việc cho cô ta'}]}]}",,,,
1186,grass,http://5.vndic.net/images/dict/g/grass.gif,./Image/grass.png,http://5.vndic.net/mp3.php?id=grass&dir=496&lang=en&,./MP3/grass.mp3,[grɑ:s],"{'type': 'danh từ', 'meanings': [{'meaning': 'cỏ', 'examples': []}, {'meaning': 'bãi cỏ, đồng cỏ', 'examples': []}, {'meaning': 'bãi cỏ, thảm cỏ (ở công viên)', 'examples': [{'origin': 'please, keep off the grass; do not walk on the grass', 'meaning': 'xin đừng đi lên cỏ, xin đừng giẫm lên bãi cỏ'}]}, {'meaning': '(số nhiều) cây thân cỏ', 'examples': []}, {'meaning': '(ngành mỏ) mặt đất', 'examples': [{'origin': 'to bring ore to grass', 'meaning': 'đưa quặng lên mặt đất'}]}, {'meaning': '(từ lóng) măng tây', 'examples': []}, {'meaning': '(thông tục) mùa xuân', 'examples': [{'origin': 'she will be two years old next grass', 'meaning': 'mùa xuân sang năm nó sẽ lên hai'}]}]}",,,,,
1187,grave,http://5.vndic.net/images/dict/g/grave.gif,./Image/grave.png,http://5.vndic.net/mp3.php?id=grave&dir=525&lang=en&,./MP3/grave.mp3,[greiv],"{'type': 'danh từ', 'meanings': [{'meaning': 'mồ, mả, phần mộ', 'examples': []}, {'meaning': 'nơi chôn vùi', 'examples': [{'origin': 'grave of honour', 'meaning': 'nơi chôn vùi danh dự'}]}, {'meaning': 'sự chết, âm ty, thế giới bên kia', 'examples': []}]}",,,,,
1188,gray,http://5.vndic.net/images/dict/g/gray.gif,./Image/gray.png,http://5.vndic.net/mp3.php?id=gray&dir=849&lang=en&,./MP3/gray.mp3,[grei],,,,,,
1189,great,http://5.vndic.net/images/dict/g/great.gif,./Image/great.png,http://5.vndic.net/mp3.php?id=great&dir=906&lang=en&,./MP3/great.mp3,[greit],"{'type': 'tính từ', 'meanings': [{'meaning': 'lớn, to lớn, vĩ đại', 'examples': [{'origin': 'a great wind', 'meaning': 'cơn gió lớn'}, {'origin': 'a great distance', 'meaning': 'một khoảng cách lớn'}, {'origin': 'the Great October Socialist Revolution', 'meaning': 'cuộc cách mạng xã hội chủ nghĩa tháng mười vĩ đại'}, {'origin': 'a great writer', 'meaning': 'một nhà văn lớn'}, {'origin': 'the Great Powers', 'meaning': 'các nước lớn mạnh, các cường quốc'}, {'origin': 'a great scoundrel', 'meaning': 'thằng đại bợm'}, {'origin': 'the great majority', 'meaning': 'đại đa số'}, {'origin': 'at a great pace', 'meaning': 'đi rất nhanh'}]}, {'meaning': 'hết sức, rất', 'examples': [{'origin': 'with great care', 'meaning': 'cẩn thận hết sức'}, {'origin': 'to pay great attention to', 'meaning': 'hết sức chú ý tới'}, {'origin': 'an antique of great price', 'meaning': 'một món đồ cổ rất quý'}]}, {'meaning': 'cao quý, ca cả, cao thượng', 'examples': [{'origin': 'he appeared greater in adversity than ever before', 'meaning': 'trong lúc hoạn nạn anh ấy tỏ ra cao thượng hơn bao giờ hết'}]}, {'meaning': 'tuyệt hay, thật là thú vị', 'examples': [{'origin': 'that is great!', 'meaning': 'thật là tuyệt!'}, {'origin': 'to have great time', 'meaning': 'được hưởng một thời gian thú tuyệt'}]}, {'meaning': 'giỏi, thạo cừ, hiểu rõ, hiểu tường tận', 'examples': [{'origin': 'to be great on', 'meaning': 'hiểu rõ, biết rõ, hiểu tường tận về (cái gì)'}, {'origin': 'to be great at', 'meaning': 'rất giỏi về (cái gì)'}]}, {'meaning': 'thân (với ai)', 'examples': [{'origin': 'to be great with somebody', 'meaning': 'thân với ai'}]}]}",,,,,
1190,green,http://5.vndic.net/images/dict/g/green.gif,./Image/green.png,http://5.vndic.net/mp3.php?id=green&dir=301&lang=en&,./MP3/green.mp3,[gri:n],"{'type': 'tính từ', 'meanings': [{'meaning': 'xanh lá cây, lục', 'examples': []}, {'meaning': 'xanh; tươi', 'examples': [{'origin': 'green fruit', 'meaning': 'quả xanh'}, {'origin': 'green timber', 'meaning': 'gỗ tươi'}, {'origin': 'green hide', 'meaning': 'da sống'}]}, {'meaning': 'đầy sức sống; thanh xuân', 'examples': [{'origin': 'green years', 'meaning': 'tuổi xanh, tuổi thanh xuân'}]}, {'meaning': 'chưa có kinh nghiệm, mới vào nghề; thơ ngây, cả tin', 'examples': [{'origin': 'a green hand', 'meaning': 'thợ mới vào nghề'}, {'origin': ""to be still green at one's job"", 'meaning': 'mới làm việc còn bỡ ngỡ'}, {'origin': 'to be not so green as to believe something', 'meaning': 'không ngây thơ đến nỗi tin một điều gì'}]}, {'meaning': 'tái xanh, tái ngắt (nước da)', 'examples': [{'origin': 'to look green', 'meaning': 'tái xanh, tái mét'}, {'origin': 'looking green with jealousy', 'meaning': 'tái đi vì ghen tức'}]}, {'meaning': '(nghĩa bóng) ghen, ghen tức, ghen tị', 'examples': [{'origin': 'a green eye', 'meaning': 'sự ghen tị'}]}, {'meaning': 'còn mới, chưa lành, chưa liền (vết thương)', 'examples': [{'origin': 'a green wound', 'meaning': 'vết thương còn mới'}]}]}","{'type': 'danh từ', 'meanings': [{'meaning': 'màu xanh lá cây, màu xanh lục', 'examples': []}, {'meaning': 'quần áo màu lục', 'examples': [{'origin': 'to be dressed in green', 'meaning': 'mặc quần áo màu lục'}]}, {'meaning': 'phẩm lục (để nhuộm)', 'examples': [{'origin': 'Paris green', 'meaning': 'phẩm lục Pa-ri'}]}, {'meaning': 'cây cỏ', 'examples': []}, {'meaning': 'bãi cỏ xanh, thảm cỏ xanh', 'examples': []}, {'meaning': '(số nhiều) rau', 'examples': []}, {'meaning': '(nghĩa bóng) tuổi xanh, tuổi thanh xuân; sức sống, sức cường tráng', 'examples': [{'origin': 'in the green', 'meaning': 'đang ở tuổi thanh xuân đầy nhựa sống'}]}, {'meaning': 'vẻ cả tin; vẻ ngây thơ non nớt', 'examples': [{'origin': 'do you see any green in my eye?', 'meaning': 'anh trông tôi có vẻ gì ngây thơ non nớt không?'}]}]}","{'type': 'nội động từ', 'meanings': [{'meaning': 'trở nên xanh lá cây, hoá thành màu lục', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'làm cho xanh, nhuộm lục', 'examples': []}, {'meaning': '(từ lóng) bịp, lừa bịp', 'examples': []}]}",,
1191,grocery,,,http://5.vndic.net/mp3.php?id=grocery&dir=745&lang=en&,./MP3/grocery.mp3,['grousəri],"{'type': 'danh từ', 'meanings': [{'meaning': 'việc buôn bán tạp phẩm', 'examples': [{'origin': 'a grocery store', 'meaning': 'cửa hàng tạp phẩm, cửa hàng tạp hoá'}]}, {'meaning': 'cửa hàng tạp phẩm, cửa hàng tạp hoá', 'examples': []}]}",,,,,
1192,ground,http://5.vndic.net/images/dict/g/ground.gif,./Image/ground.png,http://5.vndic.net/mp3.php?id=ground&dir=158&lang=en&,./MP3/ground.mp3,[graund],"{'type': 'danh từ', 'meanings': [{'meaning': 'mặt đất, đất', 'examples': [{'origin': 'to sit on the ground', 'meaning': 'ngồi trên (mặt) đất'}, {'origin': 'to cut a tree to the ground', 'meaning': 'đốn cây sát góc'}, {'origin': 'above ground', 'meaning': 'bên trên mặt đât'}, {'origin': 'below ground', 'meaning': 'trong lòng đất'}, {'origin': 'to break fresh ground', 'meaning': 'khai khẩn đất mới; khai hoang, vỡ hoang;'}]}, {'meaning': 'bãi đất, khu đất', 'examples': [{'origin': 'a volleyball ground', 'meaning': 'bãi bóng chuyền'}]}, {'meaning': '(số nhiều) đất đai vườn tược', 'examples': [{'origin': 'an old mansion with extensive grounds', 'meaning': 'một toà lâu đài cổ với đất đai vườn tược rộng rãi'}]}, {'meaning': 'vị trí, khoảng cách trên mặt đất', 'examples': [{'origin': ""to keep one's ground"", 'meaning': 'giữ vững vị trí; giữ vững lập trường lý lẽ'}, {'origin': 'to give (lose) ground', 'meaning': 'rút lui, thoái lui; mất vị trí; suy sụp'}]}, {'meaning': 'đáy (biển, hồ...)', 'examples': [{'origin': 'to touch ground', 'meaning': 'sát đất (đáy biển); (nghĩa bóng) đạt tới một cái gì chắc chắn (sau khi bàn bạc lan man...)'}]}, {'meaning': 'nền', 'examples': [{'origin': 'a design of pink roses on a white ground', 'meaning': 'mẫu trang trí hoa hồng trên nền trắng'}]}, {'meaning': '(số nhiều) cặn bã', 'examples': []}, {'meaning': 'lý lẽ, lý do, nguyên cớ', 'examples': [{'origin': 'to have good ground(s) for believing something', 'meaning': 'có đủ lý do để tin một điều gì'}, {'origin': 'on what grounds do you suspect him?', 'meaning': 'vì cớ gì anh nghi kỵ anh ta?'}]}, {'meaning': '(điện học) sự tiếp đất', 'examples': []}]}",,,,,
1193,group,http://5.vndic.net/images/dict/g/group.gif,./Image/group.png,http://5.vndic.net/mp3.php?id=group&dir=804&lang=en&,./MP3/group.mp3,[gru:p],"{'type': 'danh từ', 'meanings': [{'meaning': 'nhóm', 'examples': [{'origin': 'to learn in groups', 'meaning': 'học nhóm'}, {'origin': 'to form a group', 'meaning': 'họp lại thành nhóm'}, {'origin': 'atomic group', 'meaning': '(vật lý) nhóm nguyên tử'}, {'origin': 'group of algebras', 'meaning': '(toán học) nhóm các đại số'}, {'origin': 'blood group', 'meaning': '(y học) nhóm máu'}]}, {'meaning': '(hoá học) nhóm, gốc', 'examples': []}]}","{'type': 'động từ', 'meanings': [{'meaning': 'hợp thành nhóm; tập hợp lại', 'examples': [{'origin': 'soldiers group (themselves) round the blockhouse, in order to receive new orders', 'meaning': 'các binh sĩ tập hợp lại chung quanh lô cốt để nhận lệnh mới'}]}, {'meaning': 'phân loại, phân loại, phân hạng, phân phối theo nhóm', 'examples': []}, {'meaning': '(nghệ thuật) tạo nên sự hoà hợp màu sắc', 'examples': []}]}",,,,
1194,grow,http://5.vndic.net/images/dict/g/grow.gif,./Image/grow.png,http://5.vndic.net/mp3.php?id=grow&dir=133&lang=en&,./MP3/grow.mp3,[grou],"{'type': 'nội động từ grew; grown', 'meanings': [{'meaning': 'gia tăng về cỡ hoặc lượng; trở thànhto lớn hơn', 'examples': [{'origin': ""How tall you've grown !"", 'meaning': 'Em đã lớn lên nhiều quá!'}, {'origin': 'A growing child needs plenty of sleep', 'meaning': 'Trẻ đang lớn cần phải ngủ nhiều'}, {'origin': 'She wants to let her hair grow', 'meaning': 'Cô ấy muốn để tóc dài'}, {'origin': 'You must invest if you want your business to grow', 'meaning': 'Nếu muốn doanh nghiệp của anh phát triển thì anh phải đầu tư'}]}, {'meaning': '(to grow from something into something) phát triển (đặc biệt là thành một dạng trưởng thành hoặc lớn lên)', 'examples': [{'origin': 'rice does not grow in a cold climate', 'meaning': 'cây lúa không thể phát triển trong khí hậu rét'}, {'origin': 'to grow into a beautiful girl', 'meaning': 'lớn lên thành một cô gái đẹp'}, {'origin': 'plants grow from seeds', 'meaning': 'cây mọc lên từ hạt giống'}, {'origin': 'tadpoles grow into frogs', 'meaning': 'nòng nọc lớn lên thành ếch'}, {'origin': 'to grow in stature/wisdom', 'meaning': 'trưởng thành về vóc người/trí lực'}]}, {'meaning': '(dần dần) trở thành', 'examples': [{'origin': 'to grow old (er), rich (er)', 'meaning': 'già đi, giàu lên'}, {'origin': 'to grow small (er), weak (er)', 'meaning': 'bé lại, yếu đi'}, {'origin': 'to grow worse', 'meaning': 'xấu đi'}, {'origin': 'It began to grow dark', 'meaning': 'Trời bắt đầu tối dần'}]}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'làm hoặc cho phép cái gì phát triển', 'examples': [{'origin': 'to grow roses', 'meaning': 'trồng hoa hồng'}, {'origin': 'to grow a beard', 'meaning': 'để râu'}, {'origin': 'to grow onions from seed', 'meaning': 'trồng hành bằng củ giống'}]}, {'meaning': 'đạt tới điểm hoặc giai đoạn để ta làm việc gì đó cụ thể', 'examples': [{'origin': 'he grews increasingly to rely on her', 'meaning': 'anh ấy ngày càng tin tưởng cô ta'}, {'origin': 'she has a hot temper, but you will soon grow to like her', 'meaning': 'cô ta nóng tính, nhưng chẳng mấy chốc anh sẽ đâm ra thích cô ấy'}, {'origin': 'he grows to like painting', 'meaning': 'hắn đâm ra thích vẽ'}]}]}",,,,
1195,growing,http://5.vndic.net/images/dict/g/growing.gif,./Image/growing.png,http://5.vndic.net/mp3.php?id=growing&dir=897&lang=en&,./MP3/growing.mp3,['grouiη],"{'type': 'danh từ', 'meanings': [{'meaning': 'sự trồng', 'examples': [{'origin': 'the growing of grapes', 'meaning': 'sự trồng nho'}]}]}","{'type': 'tính từ', 'meanings': [{'meaning': 'đang lớn lên', 'examples': [{'origin': 'his growing indifference to her', 'meaning': 'sự lạnh nhạt ngày càng tăng của ông ấy đối với cô ta'}, {'origin': 'a growing problem', 'meaning': 'một vấn đề ngày càng rắc rối'}, {'origin': 'a popular club with a growing membership', 'meaning': 'một câu lạc bộ đại chúng có số hội viên ngày càng đông'}]}]}",,,,
1196,growth,http://5.vndic.net/images/dict/g/growth.gif,./Image/growth.png,http://5.vndic.net/mp3.php?id=growth&dir=955&lang=en&,./MP3/growth.mp3,[grouθ],"{'type': 'danh từ', 'meanings': [{'meaning': '(quá trình) lớn lên; sự phát triển', 'examples': [{'origin': 'the rapid growth of plants, of hair, of hair, of the economy', 'meaning': 'sự sinh trưởng nhanh chóng của cây cối, sự mọc tóc nhanh, sự lạm phát tăng nhanh, sự tăng trưởng nhanh về kinh tế'}, {'origin': ""lack of water will stunt the plant's growth"", 'meaning': 'thiếu nước khiến cho cây cối phát triển còi cọc'}, {'origin': 'a phenomenon of comparatively recent growth', 'meaning': 'một hiện tượng mãi đến gần đây mới phát triển'}, {'origin': 'a growth industry', 'meaning': 'một ngành công nghiệp phát triển'}]}, {'meaning': 'sự gia tăng', 'examples': [{'origin': 'the recent growth in/of violent crime', 'meaning': 'sự gia tăng gần đây về tội ác bạo lực'}, {'origin': 'the government has decided to go for growth', 'meaning': 'chính phủ đã quyết định thực thi sự tăng trưởng'}, {'origin': ""Japan's growth rate"", 'meaning': 'tốc độ tăng trưởng của Nhật Bản'}]}, {'meaning': 'vật đang sinh trưởng hoặc đã trưởng thành', 'examples': [{'origin': 'a thick growth of weeds', 'meaning': 'khóm cỏ dại mọc dày'}, {'origin': ""a week's growth of beard"", 'meaning': 'bộ râu để một tuần không cạo'}]}, {'meaning': 'sự hình thành bất thường hoặc do bệnh tật trong cơ thể (khối u hoặc ung thư chẳng hạn)', 'examples': [{'origin': 'malignant growth', 'meaning': 'khối u ác tính'}]}]}",,,,,
1197,guarantee,http://5.vndic.net/images/dict/g/guarantee.gif,./Image/guarantee.png,http://5.vndic.net/mp3.php?id=guarantee&dir=124&lang=en&,./MP3/guarantee.mp3,"[,gærən'ti:]","{'type': 'danh từ', 'meanings': [{'meaning': '(pháp lý) sự bảo đảm, sự cam đoan; sự bảo lãnh, sự bảo hành', 'examples': [{'origin': 'a computer under guarantee', 'meaning': 'máy điện toán còn trong thời hạn bảo hành'}, {'origin': ""he bought a modern stabilizer with two years' guarantee"", 'meaning': 'anh ta mua một thiết bị ổn áp hiện đại có thời hạn bảo hành hai năm'}]}, {'meaning': '(pháp lý) người bảo đảm, người bảo lãnh', 'examples': [{'origin': ""to be a guarantee for a friend's life story"", 'meaning': 'làm người bảo đảm về lý lịch cho bạn'}, {'origin': 'to become guarantee for', 'meaning': 'đứng bảo lãnh cho'}]}, {'meaning': '(pháp lý) vật bảo đảm; giấy bảo đảm', 'examples': [{'origin': 'have you any guarantee for your debt?', 'meaning': 'ông có cái gì thế chấp cho món nợ của ông hay không?'}]}, {'meaning': '(thông tục) sự bảo đảm; sự dám chắc', 'examples': [{'origin': 'blue skies are not always a guarantee of fine weather', 'meaning': 'bầu trời xanh chưa chắc là thời tiết đã đẹp'}]}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'hứa chắc chắn, cam đoan, bảo đảm', 'examples': [{'origin': 'the company guarantees to observe any governmental regulation on taxes', 'meaning': 'công ty cam đoan sẽ tuân thủ mọi quy định của chính phủ về thuế khoá'}, {'origin': 'I guarantee that he will come back safe and sound', 'meaning': 'tôi bảo đảm anh ta sẽ trở về bình an vô sự'}, {'origin': 'every product of this factory is guaranteed for two years and more', 'meaning': 'mọi sản phẩm của nhà máy này đều được bảo hành hai năm trở lên'}]}]}",,,,
